Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,1.790337045987447,0.2222222238779068,1.7341184616088867,0.6666666865348816
2,1.758762796719869,0.2777777910232544,1.7107874155044556,0.6666666865348816
3,1.7651431163152058,0.2777777910232544,1.679747462272644,0.6666666865348816
4,1.706817905108134,0.2777777910232544,1.6541539430618286,0.6666666865348816
5,1.6884164810180664,0.2777777910232544,1.625027060508728,0.6666666865348816
6,1.700476050376892,0.2777777910232544,1.593706488609314,0.6666666865348816
7,1.678939938545227,0.3333333432674408,1.5586031675338745,0.6666666865348816
8,1.6198265949885051,0.3333333432674408,1.519100308418274,0.6666666865348816
9,1.5145291884740193,0.3333333432674408,1.4753268957138062,0.6666666865348816
10,1.620244304339091,0.3333333432674408,1.431777000427246,0.6666666865348816
11,1.4900240898132324,0.3333333432674408,1.376328468322754,0.6666666865348816
12,1.5437506437301636,0.3333333432674408,1.3152390718460083,0.6666666865348816
13,1.5329615672429402,0.3333333432674408,1.2399557828903198,0.6666666865348816
14,1.4356073538462322,0.3333333432674408,1.1644670963287354,0.6666666865348816
15,1.494377573331197,0.5,1.1044288873672485,0.6666666865348816
16,1.3645620346069336,0.5,1.0854405164718628,0.6666666865348816
17,1.2160005172093709,0.5,1.086318016052246,1.0
18,1.1494052807490032,0.5555555820465088,0.9549147486686707,1.0
19,1.2803263664245605,0.5555555820465088,0.8316667675971985,1.0
20,1.342341701189677,0.5555555820465088,0.746537446975708,1.0
21,1.1420987447102864,0.6111111044883728,0.6956250667572021,1.0
22,1.0343485077222188,0.6111111044883728,0.658237636089325,1.0
23,0.9460414250691732,0.6666666865348816,0.6358079314231873,1.0
24,1.1813656091690063,0.5,0.6398982405662537,0.6666666865348816
25,0.8359545667966207,0.5555555820465088,0.6807371973991394,0.6666666865348816
26,0.9539535840352377,0.5555555820465088,0.6798890233039856,0.6666666865348816
27,0.8926536440849304,0.5555555820465088,0.6704118251800537,0.6666666865348816
28,0.9049374858538309,0.6111111044883728,0.6523891091346741,0.6666666865348816
29,0.7783730626106262,0.6111111044883728,0.6074926853179932,0.6666666865348816
30,0.8334967494010925,0.5555555820465088,0.5722945332527161,0.6666666865348816
31,0.8220530152320862,0.6111111044883728,0.5416836738586426,0.6666666865348816
32,0.7877803047498068,0.6111111044883728,0.4986802041530609,0.6666666865348816
33,0.7506152788798014,0.7222222089767456,0.46242132782936096,1.0
34,0.8062667647997538,0.6111111044883728,0.43138444423675537,1.0
35,0.7910866141319275,0.6666666865348816,0.3612872064113617,1.0
36,0.7173210978507996,0.7222222089767456,0.3917466104030609,1.0
37,0.6894412636756897,0.8888888955116272,0.4029536545276642,0.6666666865348816
38,0.5794506072998047,0.8888888955116272,0.32029494643211365,1.0
39,0.6860877374807993,0.8333333134651184,0.32811254262924194,1.0
40,0.6085921128590902,0.9444444179534912,0.3106347918510437,1.0
41,0.4628838201363881,0.9444444179534912,0.2769246995449066,1.0
42,0.4318340023358663,0.9444444179534912,0.22318923473358154,1.0
43,0.3931172887484233,0.9444444179534912,0.1996069997549057,1.0
44,0.3849317133426666,0.9444444179534912,0.23272596299648285,1.0
45,0.332037275036176,0.9444444179534912,0.2306065559387207,1.0
46,0.3096471081177394,0.9444444179534912,0.21800203621387482,1.0
47,0.28132982055346173,0.9444444179534912,0.18942558765411377,1.0
48,0.25030812869469327,0.9444444179534912,0.14743100106716156,1.0
49,0.2645484507083893,0.9444444179534912,0.26315876841545105,1.0
50,0.24760131041208902,0.9444444179534912,0.12044047564268112,1.0
51,0.37258487691481906,0.8888888955116272,0.7202258110046387,0.6666666865348816
52,0.3392269064982732,0.8888888955116272,0.11435439437627792,1.0
53,0.21744642655054727,0.9444444179534912,0.19753819704055786,1.0
54,0.24750144655505815,0.8888888955116272,0.14301787316799164,1.0
55,0.2046698977549871,0.9444444179534912,0.13126696646213531,1.0
56,0.20029677947362265,0.9444444179534912,0.13318990170955658,1.0
57,0.21180200080076853,0.9444444179534912,0.14096587896347046,1.0
58,0.18837697803974152,0.9444444179534912,0.14880916476249695,1.0
59,0.18853793541590372,0.9444444179534912,0.16411103308200836,1.0
60,0.18561976154645285,0.9444444179534912,0.17437537014484406,1.0
61,0.15381871039668718,0.9444444179534912,0.1804269552230835,1.0
62,0.16296284645795822,0.9444444179534912,0.1873321533203125,1.0
